output	ASV	DFP.024	DFP.025	DFP.026	DFP.027	DFP.028	DFP.029	DFP.030	DFP.031	DFP.032	DFP.000	DFP.001	DFP.002	DFP.003	DFP.004	DFP.005	DFP.006	DFP.007	DFP.008	DFP.009	DFP.010	DFP.011	DFP.012	DFP.013	DFP.014	DFP.015	DFP.016	DFP.017	DFP.018	DFP.019	DFP.020	DFP.021	DFP.022	DFP.023
1075	Root (31.2%); unclassified_Root (31.2%)	ASV557	117	52	5	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	9	0	0	0	0
1076	Root (94.9%); Eukaryota (94.9%); Archaeplastida (94.9%); Chloroplastida (94.9%); Chlorophyta (89.3%); Trebouxiophyceae (75.6%)	ASV558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	88	0	0	0	0	0	0	0	0	60	0	0	0	0
1077	Root (39.3%); unclassified_Root (39.3%)	ASV56	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1078	Root (70.8%); Eukaryota (70.8%); SAR (70.8%); Alveolata (70.8%); Apicomplexa (70.3%); Conoidasida (70.3%); Gregarinasina (70.3%); Eugregarinorida (70.3%); Gregarina (70.3%)	ASV560	9	49	4	0	0	0	0	0	0	0	143	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1079	Root (62.4%); Eukaryota (62.4%); Amorphea (62.4%); Obazoa (62.4%); Opisthokonta (62.4%); Holozoa (62.4%); Choanozoa (62.4%); Metazoa (62.4%); Animalia (62.4%); BCP clade (62.4%); Bilateria (62.4%); Protostomia (62.4%); Ecdysozoa (61.9%); unclassified_Ecdysozoa (61.9%)	ASV561	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1080	Root (87.6%); Eukaryota (87.6%); Amorphea (87.6%); Obazoa (87.6%); Opisthokonta (87.6%); Nucletmycea (87.6%); Fungi (87.6%); Dikarya (87.6%); Ascomycota (86.8%); Pezizomycotina (86.8%); unclassified_Pezizomycotina (86.8%)	ASV562	0	0	0	0	0	0	0	0	0	0	20	76	19	50	42	10	12	26	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1081	Root (96.1%); Eukaryota (96.1%); SAR (96.1%); Alveolata (96.1%); Ciliophora (96.1%); Intramacronucleata (96.1%); Conthreep (96.1%); Oligohymenophorea (95.3%); Scuticociliatia (95.3%); Cyclidium (95.3%)	ASV563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0
1082	Root (96.3%); Eukaryota (96.3%); Amorphea (96.3%); Obazoa (96.3%); Opisthokonta (96.3%); Nucletmycea (96.3%); Fungi (96.3%); Dikarya (96.3%); Basidiomycota (96.3%); Agaricomycotina (96.3%); Tremellomycetes (95.5%); Tremellales (84.7%); unclassified_Tremellales (84.7%)	ASV564	0	0	0	0	0	0	0	0	0	0	73	51	62	13	42	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1083	Root (75.5%); Eukaryota (75.5%); Archaeplastida (75.5%); Chloroplastida (75.5%); Chlorophyta (73.6%); unclassified_Chlorophyta (73.6%)	ASV565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0
1084	Root (92.7%); Eukaryota (92.7%); SAR (92.7%); Rhizaria (92.7%); Cercozoa (92.7%); Glissomonadida (91.1%); Allantion (87.7%)	ASV566	0	0	0	144	0	62	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1085	Root (85.4%); Eukaryota (85.4%); Amorphea (85.4%); Obazoa (85.4%); Opisthokonta (85.4%); Holozoa (85.4%); Choanozoa (85.4%); Metazoa (85.4%); Animalia (85.4%); BCP clade (85.4%); Bilateria (85.4%); Protostomia (85.4%); Ecdysozoa (84.8%); Arthropoda (84.8%); Hexapoda (84.8%); Insecta (84.8%); Pterygota (84.8%); Neoptera (84.8%); Diptera (84.8%)	ASV567	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1086	Root (92%); Eukaryota (92%); SAR (87.8%); Alveolata (87.8%); Ciliophora (87.8%); Intramacronucleata (87.8%); Conthreep (87.8%); Colpodea (87.8%); Colpodida (87.8%); unclassified_Colpodida (87.8%)	ASV568	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	40	0	34	34	0	0	0	0	11	25	101	0	0	0	0	0
1087	Root (95.9%); Eukaryota (95.9%); Amorphea (95.9%); Amoebozoa (95.9%); Discosea (95.9%); Flabellinia (95.9%); Vannellida (95.9%); BIO10-D10 (95.9%)	ASV569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0
1088	Root (83.9%); Eukaryota (83.9%); SAR (83.4%); Rhizaria (83.4%); Cercozoa (83.4%); Thecofilosea (82.1%); Cryomonadida (79.8%); Rhizaspididae (75.6%); Rhogostoma (75.6%)	ASV57	0	0	0	0	0	0	0	0	0	0	0	270	0	165	9	21	142	4731	0	4017	144	0	0	302	2627	1674	682	62	0	0	0	0	0
1089	Root (29.2%); unclassified_Root (29.2%)	ASV571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0
1090	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (99.3%); Eurotiomycetes (79.1%); Chaetothyriales (75.5%); Herpotrichiellaceae (65%); unclassified_Herpotrichiellaceae (65%)	ASV574	0	0	0	0	0	0	0	0	0	0	0	39	22	36	31	8	22	71	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1091	Root (56.4%); unclassified_Root (56.4%)	ASV575	0	0	0	0	0	0	0	0	0	0	0	0	0	27	20	0	72	29	3	46	0	0	0	0	30	0	0	0	18	11	0	0	0
1092	Root (93.8%); Eukaryota (93.8%); Amorphea (93.8%); Obazoa (93.8%); Opisthokonta (93.8%); Holozoa (93.8%); Choanozoa (93.8%); Metazoa (93.8%); Animalia (93.8%); BCP clade (93.8%); Bilateria (93.8%); Protostomia (93.8%); Ecdysozoa (93.8%); Arthropoda (93.8%); Hexapoda (93.8%); Insecta (93.8%); Pterygota (93.8%); Neoptera (93.8%); Diptera (93.8%)	ASV576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1093	Root (77.7%); Eukaryota (77.7%); Amorphea (77.7%); Obazoa (77.7%); Opisthokonta (77.7%); Holozoa (77.7%); Choanozoa (77.7%); Metazoa (77.7%); Animalia (77.7%); BCP clade (77.7%); Bilateria (77.7%); Protostomia (77.7%); Ecdysozoa (77.3%); Arthropoda (77.3%); Hexapoda (77.3%); Insecta (77.3%); Pterygota (77.3%); Neoptera (77.3%); Diptera (76.7%)	ASV577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0
1094	Root (72.9%); Eukaryota (72.9%); SAR (72.1%); Rhizaria (70.9%); Cercozoa (70.9%); unclassified_Cercozoa (70.9%)	ASV578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	124	0	71	0	0	0	0	0	22	0	0	0	0	0	0	0
1095	Root (98.6%); Eukaryota (98.6%); Amorphea (98.6%); Obazoa (98.6%); Opisthokonta (98.6%); Nucletmycea (98.6%); Fungi (98.6%); Dikarya (98.6%); Ascomycota (98.6%); Pezizomycotina (98.6%); unclassified_Pezizomycotina (98.6%)	ASV579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	35	63	70	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1096	Root (75.5%); Eukaryota (75.5%); SAR (75.1%); Alveolata (75.1%); Apicomplexa (75.1%); Conoidasida (75.1%); Gregarinasina (75.1%); Eugregarinorida (75.1%); Gregarina (75.1%)	ASV58	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	13784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1097	Root (78.3%); Eukaryota (78.3%); SAR (77.7%); Rhizaria (76.9%); Cercozoa (76.9%); Incertae Sedis_6 (62%); Gymnophrys (62%)	ASV580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	109	0	0	0	0	0	0	0	80	0	0	0	0	0	0	13	14
1098	Root (100%); Eukaryota (100%); Archaeplastida (100%); Chloroplastida (100%); Charophyta (100%); Phragmoplastophyta (100%); Streptophyta (100%); Embryophyta (100%); Tracheophyta (96.4%); Monilophyta (96.4%); Equisetales (86.1%); Equisetaceae (86.1%); Equisetum (86.1%)	ASV582	0	4	0	0	0	0	15	0	0	0	16	0	0	43	0	0	0	0	35	63	0	0	0	46	0	0	0	0	23	0	0	0	0
1099	Root (87.7%); Eukaryota (87.7%); Amorphea (87.7%); Obazoa (87.7%); Opisthokonta (87.7%); Nucletmycea (87.7%); Fungi (87.7%); Dikarya (84.7%); Ascomycota (82%); Pezizomycotina (78.9%); unclassified_Pezizomycotina (78.9%)	ASV583	0	0	0	0	0	0	0	0	0	0	0	0	0	31	44	54	10	70	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1100	Root (79.4%); Eukaryota (79.4%); Amorphea (77.3%); Obazoa (77.3%); Opisthokonta (77.3%); Nucletmycea (77.3%); Fungi (77.3%); Dikarya (74.5%); Ascomycota (73.2%); Saccharomycotina (69.6%); Saccharomycetes (69.6%); Saccharomycetales (69.6%); unclassified_Saccharomycetales (69.6%)	ASV584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	32	0	0	0	0	0	10	0	0	0	0	0	0
1101	Root (86.3%); Eukaryota (86.3%); SAR (82.3%); Alveolata (82.3%); Ciliophora (82.3%); Intramacronucleata (82.3%); Conthreep (82.3%); Colpodea (81.4%); Colpodida (80.7%); unclassified_Colpodida (80.7%)	ASV585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	60	0	0
1102	Root (46.3%); unclassified_Root (46.3%)	ASV587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0
1103	Root (86.4%); Eukaryota (86.4%); Amorphea (86.4%); Obazoa (86.4%); Opisthokonta (86.4%); Holozoa (86.4%); Choanozoa (86.4%); Metazoa (86.4%); Animalia (86.4%); BCP clade (86.4%); Bilateria (86.4%); Protostomia (86.4%); Ecdysozoa (86.4%); Nematozoa (86.4%); Nematoda (86.4%); Chromadorea (86.4%); Rhabditida (86.4%)	ASV588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	197
1104	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Sordariomycetes (100%); unclassified_Sordariomycetes (100%)	ASV589	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	106	0	0	29	0	0
1105	Root (77.3%); Eukaryota (77.3%); Archaeplastida (75.2%); Chloroplastida (75.2%); Chlorophyta (62%); unclassified_Chlorophyta (62%)	ASV59	0	0	0	433	13507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106	Root (50.3%); unclassified_Root (50.3%)	ASV590	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	20	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0
1107	Root (91.9%); Eukaryota (91.9%); Archaeplastida (90.4%); Chloroplastida (90.4%); Charophyta (90.4%); Phragmoplastophyta (90.4%); Streptophyta (90.4%); Embryophyta (90.4%); Tracheophyta (90.4%); Spermatophyta (90.4%); Magnoliophyta (89.7%)	ASV591	0	11	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	118	0	0	0	0	0	30	0	0	0	0	0	0	51
1108	Root (83.2%); Eukaryota (83.2%); SAR (83.2%); Stramenopiles (83.2%); Peronosporomycetes (83.2%); unclassified_Peronosporomycetes (83.2%)	ASV592	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	71	0	0	0
1109	Root (93.3%); Eukaryota (93.3%); Amorphea (93.3%); Obazoa (93.3%); Opisthokonta (93.3%); Nucletmycea (93.3%); Fungi (93.3%); Dikarya (93.3%); Ascomycota (93.3%); Pezizomycotina (93.3%); Eurotiomycetes (71.2%); Chaetothyriales (66.7%); unclassified_Chaetothyriales (66.7%)	ASV593	0	0	0	0	0	0	0	0	0	0	0	37	0	35	48	0	30	74	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110	Root (98.2%); Eukaryota (98.2%); Amorphea (98.2%); Obazoa (98.2%); Opisthokonta (98.2%); Nucletmycea (98.2%); Fungi (98.2%); Dikarya (98.2%); Basidiomycota (98.2%); Agaricomycotina (97.3%); Tremellomycetes (92%); Filobasidiales (65.6%); Filobasidiaceae (63.8%); unclassified_Filobasidiaceae (63.8%)	ASV594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	93	12	49	0	0	0	0	0	0	0	23	0	0	0	0	0	19	13
1111	Root (82%); Eukaryota (82%); Discoba (82%); Discicristata (82%); Heterolobosea (82%); Tetramitia (82%); Vahlkampfia (82%)	ASV595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
1112	Root (74.3%); Eukaryota (74.3%); Amorphea (73.7%); Obazoa (73.7%); Opisthokonta (73.7%); Nucletmycea (73.7%); Fungi (73.7%); Dikarya (73.7%); Ascomycota (73.7%); Pezizomycotina (73%); Sordariomycetes (61.4%); unclassified_Sordariomycetes (61.4%)	ASV596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	48	4	8	18	6	5	18	45	0	0	0	0	0
1113	Root (83.2%); Eukaryota (83.2%); Archaeplastida (80.7%); Chloroplastida (80.7%); Chlorophyta (77.5%); unclassified_Chlorophyta (77.5%)	ASV597	0	0	0	51	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	54	28	0	0	0
1114	Root (97.5%); Eukaryota (97.5%); Amorphea (97.5%); Obazoa (97.5%); Opisthokonta (97.5%); Nucletmycea (97.5%); Fungi (97.5%); Dikarya (97.5%); Ascomycota (97.5%); Pezizomycotina (97.5%); Sordariomycetes (97.5%); Diaporthales (94.7%); unclassified_Diaporthales (94.7%)	ASV598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	29	30	40	0	0	45	0	0	0	0	0	0	48	0	0	0	0	0
1115	Root (35.4%); unclassified_Root (35.4%)	ASV599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	130	26	0	0	0	0	0	0	0	0	0	0	0	0
1116	Root (100%); Eukaryota (100%); Archaeplastida (100%); Chloroplastida (100%); Chlorophyta (97.3%); Trebouxiophyceae (91.8%)	ASV6	3296	3884	11620	1870	25626	0	363	1956	0	148	0	0	0	0	0	0	0	0	0	8641	0	0	0	0	0	0	0	0	105672	377	0	0	0
1117	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Chytridiomycota (97.9%); Incertae Sedis_2 (97.9%); Chytridiomycetes (97.9%); Spizellomycetales (97.9%); Olpidiaceae (97.9%); Olpidium (97.9%)	ASV60	1142	93	121	53	0	7	480	234	71	6	0	0	0	0	363	0	0	11	0	353	960	18	349	192	6	4127	814	4229	132	7	32	0	0
1118	Root (93.5%); Eukaryota (93.5%); Archaeplastida (93.5%); Chloroplastida (93.5%); Charophyta (93.5%); Phragmoplastophyta (93.5%); Streptophyta (90.9%); Embryophyta (90.9%); Bryophyta (79.9%); unclassified_Bryophyta (79.9%)	ASV600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0
1119	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Basidiomycota (100%); Agaricomycotina (100%); Agaricomycetes (99.1%); Agaricales (83.5%); unclassified_Agaricales (83.5%)	ASV601	0	0	0	0	0	54	0	0	0	0	0	0	0	47	0	0	0	0	0	81	0	0	0	0	0	0	0	52	0	0	0	0	0
1120	Root (95.3%); Eukaryota (95.3%); Amorphea (95.3%); Obazoa (95.3%); Opisthokonta (95.3%); Nucletmycea (95.3%); Fungi (95.3%); Dikarya (95.3%); Ascomycota (95.3%); Pezizomycotina (95.3%); Dothideomycetes (71.8%); unclassified_Dothideomycetes (71.8%)	ASV602	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	41	0	26	19	0	0	0	0	19	21	21	0	0	0	35	30
1121	Root (84.3%); Eukaryota (84.3%); Amorphea (84.3%); Obazoa (84.3%); Opisthokonta (84.3%); Holozoa (84.3%); Choanozoa (84.3%); Metazoa (84.3%); Animalia (84.3%); BCP clade (84.3%); Bilateria (84.3%); Protostomia (84.3%); Ecdysozoa (84.3%); Arthropoda (84.3%); Hexapoda (84.3%); Insecta (84.3%); Pterygota (84.3%); Neoptera (84.3%); Diptera (84.3%)	ASV603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0
1122	Root (99.2%); Eukaryota (99.2%); Amorphea (99.2%); Obazoa (99.2%); Opisthokonta (99.2%); Nucletmycea (99.2%); Fungi (99.2%); Dikarya (98.3%); Ascomycota (98.3%); Pezizomycotina (98.3%); unclassified_Pezizomycotina (98.3%)	ASV604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1123	Root (42.1%); unclassified_Root (42.1%)	ASV605	0	0	0	0	0	0	92	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1124	Root (95.6%); Eukaryota (95.6%); SAR (95.6%); Rhizaria (95.6%); Cercozoa (95.6%); Glissomonadida (95.6%); Heteromita (94.7%)	ASV606	0	0	0	92	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	32	0	0	0	0	0	0	0	0	0	0	0	0
1125	Root (91.8%); Eukaryota (91.8%); Archaeplastida (91.8%); Chloroplastida (91.8%); unclassified_Chloroplastida (91.8%)	ASV607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	47	0	0	60	32	0	0	0
1126	Root (89.3%); Eukaryota (89.3%); Amorphea (89.3%); Obazoa (89.3%); Opisthokonta (89.3%); Nucletmycea (89.3%); Fungi (89.3%); Dikarya (88.5%); Basidiomycota (87.9%); Ustilaginomycotina (77.8%); Exobasidiomycetes (76.4%); unclassified_Exobasidiomycetes (76.4%)	ASV608	29	0	0	0	0	34	0	0	0	0	0	0	30	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	26	84	0	0
1127	Root (87.5%); Eukaryota (87.5%); Archaeplastida (85.9%); Chloroplastida (85.9%); Chlorophyta (73.2%); unclassified_Chlorophyta (73.2%)	ASV609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1128	Root (100%); Eukaryota (100%); SAR (100%); Rhizaria (100%); Cercozoa (100%); Imbricatea (100%); Spongomonadida (100%); Spongomonas (100%)	ASV61	76	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	339	0	271	360	33	3075	6	14	41	0	0	4456	4813
1129	Root (59.6%); unclassified_Root (59.6%)	ASV610	0	0	0	0	0	0	0	0	0	0	0	0	53	0	13	0	0	46	100	0	0	7	0	0	0	0	4	0	0	0	0	0	0
1130	Root (63.3%); Eukaryota (63.3%); SAR (60.2%); unclassified_SAR (60.2%)	ASV611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
1131	Root (30.6%); unclassified_Root (30.6%)	ASV612	0	0	0	12	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
1132	Root (99.1%); Eukaryota (99.1%); Amorphea (99.1%); Obazoa (99.1%); Opisthokonta (99.1%); Nucletmycea (99.1%); Fungi (99.1%); Dikarya (99.1%); Ascomycota (99.1%); Pezizomycotina (99.1%); Dothideomycetes (99.1%); Pleosporales (99.1%); unclassified_Pleosporales (99.1%)	ASV613	0	0	0	0	0	0	0	0	0	0	0	0	43	62	0	0	0	55	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0
1133	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (99.3%); Basidiomycota (99.3%); Agaricomycotina (99.3%); Tremellomycetes (95.9%); unclassified_Tremellomycetes (95.9%)	ASV614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	61	0	0	0	49	0	0	0	0	0	0	17	0	0	0	0	0	0
1134	Root (68.3%); Eukaryota (68.3%); Archaeplastida (62.2%); Chloroplastida (61.7%); unclassified_Chloroplastida (61.7%)	ASV615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0
1135	Root (97.2%); Eukaryota (97.2%); Amorphea (97.2%); Obazoa (97.2%); Opisthokonta (97.2%); Nucletmycea (97.2%); Fungi (97.2%); Dikarya (97.2%); Ascomycota (97.2%); Pezizomycotina (97.2%); Sordariomycetes (97.2%); Hypocreales (72.7%); unclassified_Hypocreales (72.7%)	ASV616	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	83	33	39	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1136	Root (77.9%); Eukaryota (77.9%); Archaeplastida (75.9%); Chloroplastida (75.9%); Chlorophyta (64.5%); unclassified_Chlorophyta (64.5%)	ASV617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	51	0	0	0	0	0	0	0	0	0
1137	Root (77.3%); Eukaryota (77.3%); Archaeplastida (76.7%); Chloroplastida (76.7%); Chlorophyta (67%); unclassified_Chlorophyta (67%)	ASV618	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	88	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138	Root (64.4%); Eukaryota (64.4%); unclassified_Eukaryota (64.4%)	ASV619	0	0	0	0	0	0	0	0	0	0	0	13	0	48	0	0	25	45	23	25	0	0	0	0	0	0	0	0	17	0	0	5	13
1139	Root (77.3%); Eukaryota (77.3%); SAR (77.3%); Alveolata (77.3%); Apicomplexa (77.3%); Conoidasida (77.3%); Gregarinasina (77.3%); Eugregarinorida (77.3%); Paraschneideria (63.9%)	ASV62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11231	0	13	2271	0	0	0	0	0	0	0	0	0	0
1140	Root (99.3%); Eukaryota (99.3%); Amorphea (99.3%); Obazoa (99.3%); Opisthokonta (99.3%); Nucletmycea (99.3%); Fungi (99.3%); Dikarya (99.3%); Ascomycota (99.3%); Pezizomycotina (99.3%); Leotiomycetes (67.2%); unclassified_Leotiomycetes (67.2%)	ASV620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1141	Root (100%); Eukaryota (100%); SAR (100%); Alveolata (100%); Ciliophora (100%); Intramacronucleata (100%); Spirotrichea (100%); Hypotrichia (100%); Sterkiella (78.3%)	ASV621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0
1142	Root (99.9%); Eukaryota (99.9%); Amorphea (99.9%); Obazoa (99.9%); Opisthokonta (99.9%); Nucletmycea (99.9%); Fungi (99.9%); Dikarya (99.9%); Basidiomycota (99.9%); Agaricomycotina (99%); Tremellomycetes (92.7%); unclassified_Tremellomycetes (92.7%)	ASV623	0	0	0	0	0	0	0	0	0	0	0	76	0	53	0	26	0	26	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143	Root (99.6%); Eukaryota (99.6%); Amorphea (99.6%); Obazoa (99.6%); Opisthokonta (99.6%); Nucletmycea (99.6%); Fungi (99.6%); Dikarya (99.6%); Ascomycota (99.6%); Pezizomycotina (99.6%); Dothideomycetes (99.6%); Pleosporales (99.6%); Roussoellaceae (72.6%); Roussoella (72.6%)	ASV624	0	0	0	0	0	0	0	0	0	0	43	0	0	57	0	0	0	44	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0
1144	Root (87.7%); Eukaryota (87.7%); Archaeplastida (87.7%); Chloroplastida (87.7%); Chlorophyta (71%); unclassified_Chlorophyta (71%)	ASV625	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0
1145	Root (59.2%); unclassified_Root (59.2%)	ASV626	48	0	0	0	0	0	45	13	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0
1146	Root (88.8%); Eukaryota (88.8%); Amorphea (88.8%); Obazoa (88.8%); Opisthokonta (88.8%); Nucletmycea (88.8%); Fungi (88.8%); Dikarya (88%); Ascomycota (88%); Pezizomycotina (88%); Dothideomycetes (83.2%); Pleosporales (79.2%); unclassified_Pleosporales (79.2%)	ASV627	0	0	0	0	0	0	0	0	0	0	6	20	24	9	15	0	27	49	5	0	0	0	0	0	0	0	0	0	0	0	0	17	33
1147	Root (98.5%); Eukaryota (98.5%); Amorphea (98.5%); Obazoa (98.5%); Opisthokonta (98.5%); Nucletmycea (98.5%); Fungi (97.6%); Chytridiomycota (94.8%); Incertae Sedis_2 (94.8%); Chytridiomycetes (94.8%); unclassified_Chytridiomycetes (94.8%)	ASV628	0	0	0	0	0	47	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1148	Root (70.3%); Eukaryota (70.3%); SAR (70.3%); Stramenopiles (69.3%); Peronosporomycetes (68.4%); unclassified_Peronosporomycetes (68.4%)	ASV629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149	Root (86.6%); Eukaryota (86.6%); Archaeplastida (85.2%); Chloroplastida (85.2%); Charophyta (85.2%); Phragmoplastophyta (85.2%); Streptophyta (85.2%); Embryophyta (85.2%); Tracheophyta (85.2%); Spermatophyta (83.1%); Magnoliophyta (83.1%)	ASV63	0	0	0	0	0	0	0	0	0	0	11066	533	189	231	82	0	26	571	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1150	Root (59.2%); unclassified_Root (59.2%)	ASV630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0
