output	ASV	DFP.024	DFP.025	DFP.026	DFP.027	DFP.028	DFP.029	DFP.030	DFP.031	DFP.032	DFP.000	DFP.001	DFP.002	DFP.003	DFP.004	DFP.005	DFP.006	DFP.007	DFP.008	DFP.009	DFP.010	DFP.011	DFP.012	DFP.013	DFP.014	DFP.015	DFP.016	DFP.017	DFP.018	DFP.019	DFP.020	DFP.021	DFP.022	DFP.023
383	Root (60.1%); Eukaryota (60.1%); unclassified_Eukaryota (60.1%)	ASV1365	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	Root (65.8%); Eukaryota (65.8%); Amorphea (65.8%); Obazoa (65.8%); Opisthokonta (65.8%); Nucletmycea (65.3%); Fungi (65.3%); Dikarya (65.3%); Ascomycota (65.3%); Pezizomycotina (65.3%); Dothideomycetes (60.4%); Pleosporales (60.4%); unclassified_Pleosporales (60.4%)	ASV1366	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
385	Root (69.9%); Eukaryota (69.9%); Amorphea (69.9%); Obazoa (69.3%); Opisthokonta (69.3%); Nucletmycea (69.3%); Fungi (69.3%); Dikarya (69.3%); Ascomycota (69.3%); Pezizomycotina (68.7%); Dothideomycetes (68.3%); Pleosporales (68.3%); unclassified_Pleosporales (68.3%)	ASV1367	0	0	0	0	0	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
386	Root (67.4%); Eukaryota (67.4%); Amorphea (67.4%); Obazoa (67.4%); Opisthokonta (67.4%); Nucletmycea (67.4%); Fungi (67.4%); Dikarya (67.4%); Ascomycota (67.4%); Pezizomycotina (67.4%); Dothideomycetes (66.8%); Pleosporales (66.8%); unclassified_Pleosporales (66.8%)	ASV1368	0	0	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
387	Root (84.3%); Eukaryota (84.3%); Archaeplastida (83.1%); Chloroplastida (83.1%); Chlorophyta (75.8%); Trebouxiophyceae (62.9%)	ASV1369	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	Root (71.4%); Eukaryota (71.4%); Amorphea (68.7%); Obazoa (66.9%); Opisthokonta (66.9%); Nucletmycea (60.5%); unclassified_Nucletmycea (60.5%)	ASV137	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	67	5131	0	0	0	0	0	0	13	0	0	0
389	Root (94.7%); Eukaryota (94.7%); Amorphea (94.7%); Obazoa (94.7%); Opisthokonta (94.7%); Nucletmycea (94.7%); Fungi (94.7%); Dikarya (94.7%); Basidiomycota (94.7%); Agaricomycotina (94.7%); Agaricomycetes (92.1%); unclassified_Agaricomycetes (92.1%)	ASV1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
390	Root (95.4%); Eukaryota (95.4%); Amorphea (95.4%); Obazoa (95.4%); Opisthokonta (95.4%); Nucletmycea (95.4%); Fungi (95.4%); Dikarya (95.4%); Ascomycota (94.5%); Pezizomycotina (91.5%); Eurotiomycetes (72.5%); unclassified_Eurotiomycetes (72.5%)	ASV1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
391	Root (68.6%); Eukaryota (68.6%); SAR (65.8%); Rhizaria (65.3%); Cercozoa (65.3%); unclassified_Cercozoa (65.3%)	ASV1372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
392	Root (86.9%); Eukaryota (86.9%); Amorphea (85.4%); Obazoa (85.4%); Opisthokonta (85.4%); Nucletmycea (84.1%); Fungi (84.1%); Chytridiomycota (79.2%); Incertae Sedis_2 (79.2%); Chytridiomycetes (79.2%); unclassified_Chytridiomycetes (79.2%)	ASV1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
393	Root (89.4%); Eukaryota (89.4%); Amorphea (89.4%); Amoebozoa (89.4%); Discosea (89.4%); Longamoebia (89.4%); Centramoebida (89.4%); Acanthamoeba (89.4%)	ASV1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
394	Root (100%); Eukaryota (100%); Amorphea (100%); Amoebozoa (100%); Discosea (100%); Flabellinia (100%); Vannellida (100%); Vannella (100%)	ASV1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
395	Root (71.4%); Eukaryota (71.4%); SAR (71.4%); Rhizaria (70.9%); Cercozoa (70.9%); unclassified_Cercozoa (70.9%)	ASV1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
396	Root (72.2%); Eukaryota (72.2%); Amorphea (72.2%); Obazoa (72.2%); Opisthokonta (72.2%); Nucletmycea (72.2%); Fungi (72.2%); Dikarya (72.2%); Ascomycota (72.2%); Pezizomycotina (72.2%); Dothideomycetes (72.2%); Pleosporales (72.2%); unclassified_Pleosporales (72.2%)	ASV1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
397	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Basidiomycota (100%); Agaricomycotina (99.2%); Tremellomycetes (96.1%); Tremellales (87.7%); Bulleribasidiaceae (69.9%); Hannaella (64.7%)	ASV1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
398	Root (94.4%); Eukaryota (94.4%); Amorphea (94.4%); Obazoa (94.4%); Opisthokonta (94.4%); Nucletmycea (94.4%); Fungi (94.4%); Dikarya (94.4%); Ascomycota (94.4%); Pezizomycotina (93.5%); unclassified_Pezizomycotina (93.5%)	ASV1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
399	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (99.2%); Basidiomycota (99.2%); Agaricomycotina (97.1%); Tremellomycetes (93.6%); Tremellales (75.3%); unclassified_Tremellales (75.3%)	ASV138	54	40	39	26	31	259	0	20	43	0	66	170	846	13	296	909	0	239	153	73	152	176	0	44	0	66	494	498	43	82	350	0	29
400	Root (84.1%); Eukaryota (84.1%); Amorphea (84.1%); Obazoa (84.1%); Opisthokonta (84.1%); Nucletmycea (84.1%); Fungi (84.1%); Dikarya (83.3%); Ascomycota (83.3%); Pezizomycotina (83.3%); unclassified_Pezizomycotina (83.3%)	ASV1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
401	Root (42.2%); unclassified_Root (42.2%)	ASV1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5
402	Root (85.3%); Eukaryota (85.3%); Amorphea (85.3%); Obazoa (85.3%); Opisthokonta (85.3%); Nucletmycea (85.3%); Fungi (84.5%); Dikarya (83%); Ascomycota (83%); Pezizomycotina (82.3%); unclassified_Pezizomycotina (82.3%)	ASV1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
403	Root (68.9%); Eukaryota (68.9%); SAR (68.4%); Rhizaria (68.4%); Cercozoa (68.4%); unclassified_Cercozoa (68.4%)	ASV1383	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	Root (94.6%); Eukaryota (94.6%); Amorphea (94.6%); Obazoa (94.6%); Opisthokonta (94.6%); Holozoa (94.6%); Choanozoa (94.6%); Metazoa (94.6%); Animalia (94.6%); BCP clade (94.6%); Bilateria (94.6%); Protostomia (94.6%); Ecdysozoa (94.6%); Tardigrada (94.6%); Eutardigrada (94.6%); Parachela (94.6%)	ASV1384	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0
405	Root (95.1%); Eukaryota (95.1%); Amorphea (95.1%); Obazoa (95.1%); Opisthokonta (95.1%); Nucletmycea (95.1%); Fungi (95.1%); Dikarya (95.1%); Ascomycota (95.1%); Pezizomycotina (94.3%); Leotiomycetes (78.8%); Helotiales (72.6%); unclassified_Helotiales (72.6%)	ASV1386	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	Root (87.1%); Eukaryota (87.1%); Archaeplastida (86.5%); Chloroplastida (86.5%); Chlorophyta (71.7%); unclassified_Chlorophyta (71.7%)	ASV1387	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	Root (99.4%); Eukaryota (99.4%); Amorphea (99.4%); Obazoa (99.4%); Opisthokonta (99.4%); Holozoa (99.4%); Choanozoa (99.4%); Metazoa (99.4%); Animalia (99.4%); BCP clade (99.4%); Bilateria (99.4%); Protostomia (99.4%); Lophotrochozoa (99.4%); Rotifera (99.4%); Bdelloidea (99.4%); unclassified_Bdelloidea (99.4%)	ASV1388	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	Root (83.6%); Eukaryota (83.6%); SAR (83%); Rhizaria (83%); Cercozoa (83%); Glissomonadida (74.6%); Heteromita (73.1%)	ASV1389	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	Root (77.6%); Eukaryota (77.6%); Archaeplastida (75.8%); Chloroplastida (75.8%); unclassified_Chloroplastida (75.8%)	ASV139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	32	0	0	0	4906	7	0	0	0
410	Root (49.2%); unclassified_Root (49.2%)	ASV1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	Root (34.7%); unclassified_Root (34.7%)	ASV1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Sordariomycetes (100%); Togniniales (90.5%); Togniniaceae (90.5%); Phaeoacremonium (90.5%)	ASV1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	Root (98.4%); Eukaryota (98.4%); Amorphea (98.4%); Obazoa (98.4%); Opisthokonta (98.4%); Nucletmycea (98.4%); Fungi (98.4%); Dikarya (98.4%); Ascomycota (98.4%); Pezizomycotina (96.8%); Leotiomycetes (70.1%); unclassified_Leotiomycetes (70.1%)	ASV1393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	Root (54.7%); unclassified_Root (54.7%)	ASV1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	Root (89.1%); Eukaryota (89.1%); SAR (89.1%); Alveolata (89.1%); Ciliophora (89.1%); Intramacronucleata (89.1%); Spirotrichea (89.1%); Hypotrichia (86%); unclassified_Hypotrichia (86%)	ASV1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
416	Root (72.6%); Eukaryota (72.6%); SAR (70.3%); Rhizaria (69.7%); Cercozoa (69.7%); unclassified_Cercozoa (69.7%)	ASV1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
417	Root (85.1%); Eukaryota (85.1%); SAR (85.1%); Rhizaria (85.1%); Cercozoa (85.1%); Glissomonadida (78.7%); unclassified_Glissomonadida (78.7%)	ASV1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
418	Root (73.6%); Eukaryota (73.6%); Amorphea (72.4%); Obazoa (71.7%); Opisthokonta (71.7%); Nucletmycea (71.7%); Fungi (71.7%); Chytridiomycota (66%); Incertae Sedis_2 (66%); Chytridiomycetes (66%); Spizellomycetales (66%); Olpidiaceae (66%); Olpidium (66%)	ASV1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
419	Root (87.5%); Eukaryota (87.5%); SAR (86.8%); Alveolata (86.8%); Ciliophora (86.8%); Intramacronucleata (86.8%); Spirotrichea (86.8%); Hypotrichia (74.6%); unclassified_Hypotrichia (74.6%)	ASV14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	57	0	0	0	21	0	0	0	0	0	0	15601	15740	25864	19454	0
420	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Chytridiomycota (100%); Incertae Sedis_2 (100%); Chytridiomycetes (100%); Spizellomycetales (100%); Powellomycetaceae (100%); Geranomyces (100%)	ASV140	93	7	0	15	0	0	0	0	0	0	5	0	118	601	22	65	393	1604	6	353	59	24	108	114	14	431	173	822	21	0	0	0	13
421	Root (96.7%); Eukaryota (96.7%); Amorphea (96.7%); Obazoa (96.7%); Opisthokonta (96.7%); Nucletmycea (96.7%); Fungi (96.7%); Dikarya (96.7%); Ascomycota (96.7%); Pezizomycotina (95.9%); Eurotiomycetes (84.4%); Chaetothyriales (81.9%); Cyphellophoraceae (69%); Cyphellophora (69%)	ASV1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
422	Root (68.5%); Eukaryota (68.5%); Amorphea (68.5%); Obazoa (68.5%); Opisthokonta (68.5%); Nucletmycea (67.3%); Fungi (67.3%); Dikarya (67.3%); Ascomycota (66.8%); Pezizomycotina (66.8%); Dothideomycetes (62.4%); Pleosporales (62.4%); unclassified_Pleosporales (62.4%)	ASV1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
423	Root (46.5%); unclassified_Root (46.5%)	ASV1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
424	Root (36.7%); unclassified_Root (36.7%)	ASV1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
425	Root (89.8%); Eukaryota (89.8%); Amorphea (89.4%); Amoebozoa (89.4%); Tubulinea (89.4%); Euamoebida (89.4%); BOLA868 (89.4%)	ASV1404	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	Root (96.7%); Eukaryota (96.7%); Amorphea (96.7%); Obazoa (96.7%); Opisthokonta (96.7%); Nucletmycea (96.7%); Fungi (96.7%); Zoopagomycota (96.7%); Zoopagomycotina (96.7%); Incertae Sedis_7 (96.7%); Zoopagales (96.7%); Acaulopage (96.7%)	ASV1405	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	Root (56.2%); unclassified_Root (56.2%)	ASV1406	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428	Root (79.2%); Eukaryota (79.2%); Amorphea (79.2%); Obazoa (79.2%); Opisthokonta (79.2%); Nucletmycea (79.2%); Fungi (79.2%); Dikarya (78.6%); Ascomycota (78.6%); Pezizomycotina (78.6%); Sordariomycetes (78.6%); Pleurotheciales (67.7%); Pleurotheciaceae (67.7%); Phaeoisaria (63.9%)	ASV1407	0	0	0	0	0	0	0	0	0	0	0	11	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
429	Root (67%); Eukaryota (67%); Amorphea (67%); Obazoa (67%); Opisthokonta (67%); Nucletmycea (67%); Fungi (67%); Dikarya (67%); Ascomycota (67%); Pezizomycotina (67%); Dothideomycetes (67%); Pleosporales (67%); unclassified_Pleosporales (67%)	ASV1408	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430	Root (97.6%); Eukaryota (97.6%); Amorphea (97.6%); Obazoa (97.6%); Opisthokonta (97.6%); Nucletmycea (97.6%); Fungi (97.6%); Mucoromycota (96%); Mortierellomycotina (93.2%); Incertae Sedis_4 (93.2%); Mortierellales (93.2%); Mortierellaceae (90.1%); Mortierella (90.1%)	ASV1409	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
431	Root (93.9%); Eukaryota (93.9%); SAR (93.9%); Alveolata (93.9%); Ciliophora (93.9%); Intramacronucleata (93.9%); Spirotrichea (93.9%); Hypotrichia (86.2%); unclassified_Hypotrichia (86.2%)	ASV141	0	0	0	0	0	0	297	913	3184	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	90	59	48	349
432	Root (73.9%); Eukaryota (73.9%); Amorphea (73.9%); Obazoa (73.9%); Opisthokonta (73.9%); Nucletmycea (72%); Fungi (72%); Dikarya (70.7%); Basidiomycota (68.5%); Agaricomycotina (64.3%); unclassified_Agaricomycotina (64.3%)	ASV1410	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
433	Root (98.5%); Eukaryota (98.5%); Amorphea (98.5%); Obazoa (98.5%); Opisthokonta (98.5%); Nucletmycea (98.5%); Fungi (98.5%); Dikarya (98.5%); Ascomycota (98.5%); Pezizomycotina (98.5%); Eurotiomycetes (96.7%); Chaetothyriales (96.7%); Herpotrichiellaceae (96%); Phialophora (61.4%)	ASV1411	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
434	Root (97.7%); Eukaryota (97.7%); Amorphea (97.7%); Obazoa (97.7%); Opisthokonta (97.7%); Nucletmycea (97.7%); Fungi (97.7%); Dikarya (97.7%); Ascomycota (96.9%); Pezizomycotina (95.2%); Dothideomycetes (90.1%); Pleosporales (88.4%); unclassified_Pleosporales (88.4%)	ASV1412	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
435	Root (95.4%); Eukaryota (95.4%); Amorphea (95.4%); Obazoa (95.4%); Opisthokonta (95.4%); Nucletmycea (95.4%); Fungi (95.4%); Dikarya (95.4%); Basidiomycota (94.6%); Agaricomycotina (92.9%); Tremellomycetes (84.7%); Tremellales (67.3%); unclassified_Tremellales (67.3%)	ASV1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
436	Root (97.4%); Eukaryota (97.4%); Archaeplastida (97.4%); Chloroplastida (97.4%); Charophyta (97.4%); Phragmoplastophyta (97.4%); Streptophyta (97.4%); Embryophyta (97.4%); Bryophyta (96.5%); Orthotrichales (88.2%); Orthotrichum (72.7%)	ASV1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
437	Root (72%); Eukaryota (72%); SAR (70%); Stramenopiles (69.5%); Bicosoecida (64.2%); unclassified_Bicosoecida (64.2%)	ASV1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
438	Root (64.5%); Eukaryota (64.5%); unclassified_Eukaryota (64.5%)	ASV1416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
439	Root (68.7%); Eukaryota (68.7%); Archaeplastida (60.8%); Chloroplastida (60.8%); unclassified_Chloroplastida (60.8%)	ASV1417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
440	Root (92.6%); Eukaryota (92.6%); Amorphea (92.6%); Obazoa (92.6%); Opisthokonta (92.6%); Nucletmycea (92.6%); Fungi (92.6%); Dikarya (92.6%); Ascomycota (92.6%); Pezizomycotina (91.8%); Eurotiomycetes (82.2%); Chaetothyriales (78.8%); Herpotrichiellaceae (60.9%); unclassified_Herpotrichiellaceae (60.9%)	ASV1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
441	Root (81.1%); Eukaryota (81.1%); Amorphea (81.1%); Obazoa (81.1%); Opisthokonta (81.1%); Nucletmycea (81.1%); Fungi (81.1%); Dikarya (81.1%); Ascomycota (81.1%); Pezizomycotina (81.1%); Dothideomycetes (81.1%); Pleosporales (81.1%); unclassified_Pleosporales (81.1%)	ASV1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
442	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Basidiomycota (99.3%); Agaricomycotina (98.4%); Tremellomycetes (96%); Tremellales (92.5%); Bulleribasidiaceae (73.6%); unclassified_Bulleribasidiaceae (73.6%)	ASV142	259	54	0	0	12	44	0	0	8	0	161	298	296	81	129	342	171	648	1417	65	40	16	130	29	5	42	129	166	34	101	77	127	94
443	Root (74.4%); Eukaryota (74.4%); Archaeplastida (70.1%); Chloroplastida (69.5%); unclassified_Chloroplastida (69.5%)	ASV1420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
444	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Eurotiomycetes (87.8%); Chaetothyriales (87.8%); Cyphellophoraceae (82.6%); Cyphellophora (82.6%)	ASV1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
445	Root (83.8%); Eukaryota (83.8%); Amorphea (83.8%); Amoebozoa (83.8%); Discosea (83.8%); Flabellinia (83.8%); Vannellida (83.8%); BIO10-D10 (83.8%)	ASV1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
446	Root (97.4%); Eukaryota (97.4%); Amorphea (97.4%); Obazoa (97.4%); Opisthokonta (97.4%); Nucletmycea (97.4%); Fungi (97.4%); Dikarya (97.4%); Ascomycota (97.4%); Pezizomycotina (97.4%); Sordariomycetes (96.7%); Xylariales (91.2%); unclassified_Xylariales (91.2%)	ASV1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
447	Root (83.9%); Eukaryota (83.9%); Amorphea (83.9%); Obazoa (83.9%); Opisthokonta (83.9%); Nucletmycea (83.9%); Fungi (83.9%); Dikarya (83.9%); Ascomycota (83.9%); Pezizomycotina (83.3%); Dothideomycetes (81.8%); Pleosporales (81.1%); unclassified_Pleosporales (81.1%)	ASV1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
448	Root (74.9%); Eukaryota (74.9%); Amorphea (74.9%); Obazoa (74.9%); Opisthokonta (74.9%); Nucletmycea (72.8%); Fungi (72.8%); Dikarya (72.1%); Ascomycota (70%); Pezizomycotina (68.7%); unclassified_Pezizomycotina (68.7%)	ASV1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9
449	Root (99.9%); Eukaryota (99.9%); Amorphea (99.9%); Obazoa (99.9%); Opisthokonta (99.9%); Nucletmycea (99.9%); Fungi (99.9%); Dikarya (99.9%); Basidiomycota (99.9%); Agaricomycotina (99.9%); Tremellomycetes (96.7%); unclassified_Tremellomycetes (96.7%)	ASV1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
450	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Dothideomycetes (91.4%); Capnodiales (90.5%); Teratosphaeriaceae (80.5%); Capnobotryella (75.6%)	ASV1427	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	Root (92%); Eukaryota (92%); SAR (90.1%); Alveolata (90.1%); Ciliophora (90.1%); Intramacronucleata (90.1%); Conthreep (90.1%); Colpodea (90.1%); Colpodida (90.1%); Bresslauides (67.2%)	ASV1428	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	Root (85.2%); Eukaryota (85.2%); Amorphea (85.2%); Obazoa (85.2%); Opisthokonta (85.2%); Holozoa (85.2%); Choanozoa (85.2%); Metazoa (85.2%); Animalia (85.2%); BCP clade (85.2%); Bilateria (85.2%); Protostomia (85.2%); Ecdysozoa (85.2%); Arthropoda (85.2%); Hexapoda (84.3%); Insecta (84.3%); Pterygota (84.3%); Neoptera (84.3%); Hemiptera (84.3%)	ASV1429	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453	Root (100%); Eukaryota (100%); Discoba (100%); Discicristata (100%); Heterolobosea (100%); Tetramitia (100%); Naegleria (100%)	ASV143	112	0	0	0	0	0	2369	2437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
454	Root (45.1%); unclassified_Root (45.1%)	ASV1430	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
455	Root (82%); Eukaryota (82%); Amorphea (82%); Obazoa (82%); Opisthokonta (82%); Nucletmycea (82%); Fungi (82%); Dikarya (82%); Ascomycota (82%); Pezizomycotina (81.2%); unclassified_Pezizomycotina (81.2%)	ASV1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
